Order_ID,Order_Date,Customer_name,Region,Sales_person,Product_category,Product_Name,Quantity,Unit_price,Discount,Revenue,Payment_method,Delivery_status
1253,01-04-2024,Akash Verma,West,Suresh,Electronics,Laptop,2,23916,0.1,47832,Cash,Delivered
1254,26-01-2024,Sunil,South,Anita,Electronics,Laptop,4,53820,0.1,215280,Card,Delivered
1255,14-04-2024,Ravi Kumar,East,Anita,Electronics,Keyboard,4,15511,0.1,62044,Upi,Delivered
1256,02-06-2024,Ravi Kumar,East,Suresh,Electronics,Power Bank,5,10450,0.0,52250,Card,Delivered
1257,21-05-2024,Unknown,East,Amit,Home Decor,Table Lamp,3,28853,0.0,86559,Card,Delivered
1258,19-03-2024,Ravi Kumar,West,Amit,Furniture,Office Chair,1,16735,0.0,16735,Net Banking,Delivered
1259,18-04-2024,Meena Patel,South,Rahul,Electronics,Laptop,6,53738,0.0,322428,Upi,Pending
1260,05-02-2024,Unknown,North,Neha,Electronics,Headphones,6,49973,0.1,299838,Upi,Pending
1261,18-06-2024,Pooja Singh,East,Anita,Electronics,Headphones,5,49506,0.0,247530,Upi,Delivered
1262,06-03-2024,Akash Verma,East,Amit,Appliances,Mixer Grinder,2,8335,0.1,16670,Upi,Pending
1263,06-12-2024,Ravi Kumar,South,Rahul,Electronics,Mobile Phone,3,27017,0.0,81051,Net Banking,Delivered
1264,22-03-2024,Meena Patel,north,Rahul,Electronics,Headphones,2,27832,0.0,55664,Cash,Pending
1265,01-01-2024,Meena Patel,East,Amit,Furniture,Office Chair,2,5013,0.1,10026,Card,Delivered
1266,27-02-2024,Unknown,South,Rahul,Furniture,Office Chair,6,53530,0.0,321180,Card,Pending
1267,27-03-2024,Unknown,north,Neha,Electronics,Headphones,1,36246,0.0,36246,Card,Delivered
1268,15-06-2024,John Smith,West,Anita,Furniture,Sofa Set,3,53069,0.1,159207,Card,Pending
1269,29-04-2024,John Smith,East,Anita,Electronics,Laptop,1,44002,0.0,44002,Upi,Pending
1270,29-02-2024,Unknown,north,Rahul,Electronics,Headphones,4,44259,0.1,177036,Upi,Pending
1271,20-04-2024,Sunil,North,Anita,Electronics,Mouse,1,44387,0.1,44387,Card,Delivered
1272,06-05-2024,John Smith,West,Rahul,Electronics,Smart Watch,2,15069,0.1,30138,Cash,Delivered
1273,21-05-2024,Sunil,South,Amit,Electronics,Smart Watch,5,502,0.0,2510,Upi,Delivered
1274,14-05-2024,Sunil,North,Rahul,Electronics,Mobile Phone,3,54702,0.1,164106,Card,Delivered
1275,03-02-2024,Akash Verma,East,Rahul,Home Decor,Table Lamp,4,26935,0.1,107740,Cash,Pending
1276,21-05-2024,Akash Verma,East,Rahul,Home Decor,Table Lamp,2,33851,0.1,67702,Net Banking,Delivered
1277,29-03-2024,Ravi Kumar,South,Anita,Electronics,Smart Watch,2,52628,0.0,105256,Cash,Pending
1278,18-02-2024,Meena Patel,North,Suresh,Furniture,Sofa Set,3,47372,0.1,142116,Upi,Delivered
1279,18-02-2024,Sunil,North,Rahul,Furniture,Office Chair,4,8304,0.1,33216,Cash,Pending
1280,05-09-2024,John Smith,East,Neha,Electronics,Power Bank,2,22996,0.1,45992,Net Banking,Pending
1281,15-06-2024,Akash Verma,East,Suresh,Electronics,Keyboard,3,25603,0.1,76809,Cash,Delivered
1282,04-10-2024,Meena Patel,north,Neha,Electronics,Smart Watch,2,23706,0.0,47412,Upi,Delivered
1283,01-02-2024,John Smith,North,Neha,Electronics,Power Bank,3,4621,0.1,13863,Upi,Pending
1284,28-01-2024,Pooja Singh,West,Neha,Electronics,Power Bank,1,15721,0.1,15721,Card,Pending
1285,06-03-2024,Pooja Singh,West,Neha,Appliances,Mixer Grinder,5,32120,0.1,160600,Cash,Delivered
1286,02-02-2024,Unknown,East,Anita,Electronics,Headphones,6,32078,0.0,192468,Card,Delivered
1287,16-02-2024,John Smith,West,Rahul,Electronics,Headphones,5,40673,0.1,203365,Upi,Delivered
1288,06-03-2024,Meena Patel,West,Anita,Furniture,Sofa Set,4,25433,0.1,101732,Upi,Pending
1289,01-07-2024,Sunil,North,Anita,Electronics,Power Bank,1,1862,0.1,1862,Upi,Pending
1290,29-06-2024,Pooja Singh,South,Neha,Appliances,Mixer Grinder,4,50736,0.1,202944,Upi,Pending
1291,22-04-2024,Sunil,North,Rahul,Electronics,Mobile Phone,6,30743,0.1,184458,Card,Pending
1292,23-01-2024,Meena Patel,East,Anita,Electronics,Router,6,45894,0.1,275364,Card,Delivered
1293,22-02-2024,Sunil,West,Suresh,Home Decor,Table Lamp,6,35818,0.1,214908,Net Banking,Delivered
1294,28-01-2024,Pooja Singh,South,Anita,Electronics,Keyboard,3,16884,0.0,50652,Net Banking,Delivered
1295,23-06-2024,Meena Patel,West,Rahul,Electronics,Smart Watch,5,52491,0.1,262455,Net Banking,Pending
1296,01-05-2024,Meena Patel,North,Suresh,Electronics,Keyboard,1,4239,0.0,4239,Upi,Delivered
1297,17-02-2024,Unknown,South,Suresh,Electronics,Mobile Phone,1,15024,0.1,15024,Net Banking,Delivered
1298,05-06-2024,Unknown,East,Suresh,Electronics,Smart Watch,3,50444,0.0,151332,Card,Pending
1299,22-04-2024,John Smith,North,Anita,Home Decor,Table Lamp,5,54792,0.1,273960,Card,Pending
1300,04-09-2024,Pooja Singh,North,Anita,Electronics,Mouse,6,29769,0.0,178614,Upi,Delivered
1301,02-11-2024,Meena Patel,South,Anita,Electronics,Mouse,3,15415,0.1,46245,Upi,Delivered
1302,26-05-2024,Pooja Singh,West,Anita,Appliances,Mixer Grinder,6,48071,0.0,288426,Net Banking,Delivered
1303,14-04-2024,Meena Patel,East,Neha,Electronics,Router,3,46266,0.0,138798,Cash,Pending
1304,17-05-2024,Ravi Kumar,north,Neha,Electronics,Headphones,3,3405,0.0,10215,Upi,Pending
1305,25-03-2024,Ravi Kumar,East,Rahul,Appliances,Mixer Grinder,4,29260,0.0,117040,Upi,Pending
1306,23-06-2024,Sunil,North,Anita,Electronics,Smart Watch,5,3592,0.1,17960,Upi,Delivered
1307,19-03-2024,Ravi Kumar,north,Rahul,Electronics,Mobile Phone,4,39284,0.1,157136,Card,Pending
1308,10-02-2024,Ravi Kumar,East,Anita,Electronics,Laptop,2,5963,0.0,11926,Card,Pending
1309,21-06-2024,Meena Patel,East,Anita,Electronics,Power Bank,2,34814,0.1,69628,Card,Pending
1310,03-04-2024,John Smith,East,Anita,Electronics,Keyboard,1,16927,0.1,16927,Net Banking,Delivered
1311,15-06-2024,John Smith,West,Rahul,Electronics,Headphones,5,49749,0.1,248745,Net Banking,Pending
1312,04-06-2024,Sunil,West,Anita,Electronics,Power Bank,5,18092,0.0,90460,Upi,Pending
1313,26-01-2024,Sunil,South,Rahul,Electronics,Power Bank,4,40592,0.0,162368,Card,Pending
1314,14-05-2024,Unknown,East,Rahul,Appliances,Mixer Grinder,6,54555,0.1,327330,Cash,Pending
1315,26-01-2024,Meena Patel,East,Rahul,Electronics,Mobile Phone,6,19532,0.1,117192,Net Banking,Pending
1316,29-01-2024,Meena Patel,West,Anita,Electronics,Mouse,3,30838,0.0,92514,Upi,Pending
1317,27-01-2024,Pooja Singh,South,Anita,Electronics,Mouse,2,51306,0.1,102612,Net Banking,Pending
1318,28-03-2024,Unknown,north,Rahul,Electronics,Mobile Phone,2,9930,0.0,19860,Net Banking,Pending
1319,17-06-2024,Unknown,South,Rahul,Appliances,Mixer Grinder,3,32770,0.0,98310,Card,Delivered
1320,02-04-2024,Akash Verma,north,Rahul,Electronics,Mobile Phone,2,44907,0.1,89814,Upi,Delivered
1321,03-08-2024,Meena Patel,north,Anita,Home Decor,Table Lamp,6,22114,0.0,132684,Upi,Delivered
1322,01-04-2024,Pooja Singh,East,Anita,Electronics,Power Bank,1,23764,0.1,23764,Card,Delivered
1323,02-07-2024,Pooja Singh,North,Rahul,Electronics,Keyboard,2,20177,0.1,40354,Upi,Delivered
1324,23-02-2024,Sunil,South,Neha,Electronics,Headphones,5,35677,0.1,178385,Upi,Pending
1325,21-01-2024,Pooja Singh,north,Rahul,Electronics,Laptop,3,44211,0.1,132633,Card,Pending
1326,03-05-2024,Pooja Singh,West,Neha,Furniture,Sofa Set,1,46869,0.1,46869,Cash,Pending
1327,20-04-2024,Ravi Kumar,East,Rahul,Electronics,Mobile Phone,4,40909,0.1,163636,Card,Pending
1328,09-06-2024,Unknown,North,Rahul,Electronics,Router,2,1756,0.0,3512,Card,Pending
1329,11-06-2024,Meena Patel,north,Anita,Furniture,Office Chair,5,30910,0.1,154550,Card,Pending
1330,15-04-2024,Unknown,South,Amit,Electronics,Laptop,3,9842,0.1,29526,Net Banking,Delivered
1331,01-08-2024,Meena Patel,north,Suresh,Home Decor,Table Lamp,3,25138,0.0,75414,Net Banking,Pending
1332,18-01-2024,Akash Verma,South,Rahul,Electronics,Headphones,6,22698,0.0,136188,Net Banking,Pending
1333,02-10-2024,John Smith,West,Neha,Furniture,Office Chair,4,5529,0.0,22116,Upi,Delivered
1334,24-03-2024,Pooja Singh,South,Anita,Electronics,Router,2,11798,0.0,23596,Upi,Pending
1335,05-10-2024,Pooja Singh,South,Neha,Home Decor,Table Lamp,5,36227,0.0,181135,Upi,Pending
1336,24-05-2024,Unknown,South,Suresh,Furniture,Office Chair,2,10649,0.1,21298,Card,Delivered
1337,19-02-2024,Ravi Kumar,West,Neha,Electronics,Router,4,33790,0.0,135160,Cash,Delivered
1338,21-05-2024,Ravi Kumar,South,Suresh,Electronics,Laptop,1,6650,0.1,6650,Cash,Pending
1339,03-02-2024,John Smith,North,Rahul,Furniture,Sofa Set,4,11110,0.0,44440,Cash,Pending
1340,05-06-2024,Unknown,East,Amit,Home Decor,Table Lamp,3,42494,0.1,127482,Net Banking,Pending
1341,01-06-2024,Unknown,East,Rahul,Furniture,Sofa Set,4,1074,0.1,4296,Upi,Delivered
1342,15-01-2024,Meena Patel,South,Amit,Electronics,Power Bank,3,22445,0.0,67335,Net Banking,Delivered
1343,23-03-2024,Sunil,West,Rahul,Electronics,Mouse,6,21525,0.1,129150,Cash,Pending
1344,15-06-2024,Sunil,South,Rahul,Furniture,Office Chair,5,14491,0.1,72455,Net Banking,Pending
1345,01-04-2024,Pooja Singh,East,Neha,Appliances,Mixer Grinder,3,17288,0.1,51864,Upi,Delivered
1346,22-06-2024,Ravi Kumar,North,Amit,Electronics,Smart Watch,1,50762,0.0,50762,Card,Delivered
1347,05-01-2024,Unknown,East,Suresh,Electronics,Router,5,15708,0.1,78540,Upi,Pending
1348,15-01-2024,Ravi Kumar,East,Neha,Home Decor,Table Lamp,2,13218,0.0,26436,Card,Delivered
1349,16-06-2024,Unknown,West,Rahul,Electronics,Router,3,34663,0.0,103989,Net Banking,Delivered
1350,31-05-2024,Sunil,East,Anita,Electronics,Power Bank,4,29215,0.0,116860,Card,Pending
1351,02-03-2024,Meena Patel,South,Anita,Electronics,Laptop,5,52956,0.1,264780,Card,Pending
1352,22-01-2024,Akash Verma,South,Neha,Furniture,Office Chair,3,22319,0.1,66957,Upi,Delivered
1353,27-01-2024,Unknown,West,Suresh,Electronics,Router,4,12053,0.1,48212,Card,Delivered
1354,30-01-2024,Meena Patel,South,Neha,Furniture,Office Chair,5,37308,0.0,186540,Cash,Pending
1355,26-02-2024,Unknown,North,Neha,Furniture,Office Chair,1,13149,0.1,13149,Upi,Delivered
1356,22-02-2024,Sunil,East,Suresh,Furniture,Sofa Set,4,35796,0.1,143184,Upi,Pending
1357,04-07-2024,Meena Patel,West,Rahul,Appliances,Mixer Grinder,6,18364,0.1,110184,Net Banking,Pending
1358,21-05-2024,Unknown,East,Neha,Electronics,Mouse,3,10477,0.1,31431,Net Banking,Delivered
1359,28-01-2024,Ravi Kumar,north,Anita,Electronics,Power Bank,6,25411,0.1,152466,Card,Pending
1360,25-05-2024,Meena Patel,East,Anita,Electronics,Router,3,5222,0.0,15666,Cash,Delivered
1361,26-01-2024,Sunil,North,Amit,Furniture,Office Chair,3,22046,0.0,66138,Card,Delivered
1362,15-01-2024,Ravi Kumar,East,Rahul,Furniture,Sofa Set,4,24268,0.1,97072,Card,Pending
1363,27-05-2024,Akash Verma,West,Rahul,Furniture,Sofa Set,1,25251,0.1,25251,Cash,Delivered
1364,30-05-2024,Sunil,north,Rahul,Electronics,Mouse,3,32693,0.1,98079,Card,Delivered
1365,26-06-2024,Akash Verma,East,Rahul,Electronics,Laptop,6,40045,0.1,240270,Card,Delivered
1366,21-04-2024,Pooja Singh,North,Neha,Electronics,Mouse,6,54884,0.0,329304,Cash,Delivered
1367,21-06-2024,Akash Verma,north,Anita,Electronics,Laptop,1,8384,0.1,8384,Cash,Pending
1368,01-08-2024,Ravi Kumar,East,Rahul,Electronics,Mouse,2,53724,0.0,107448,Cash,Delivered
1369,08-03-2024,John Smith,South,Neha,Electronics,Keyboard,4,32250,0.1,129000,Card,Pending
1370,16-03-2024,Akash Verma,East,Neha,Electronics,Router,4,5891,0.1,23564,Upi,Pending
1371,30-04-2024,Ravi Kumar,East,Suresh,Electronics,Keyboard,2,17071,0.0,34142,Card,Pending
1372,17-06-2024,Akash Verma,north,Suresh,Electronics,Router,5,51350,0.1,256750,Card,Delivered
1373,06-02-2024,Ravi Kumar,West,Amit,Electronics,Power Bank,2,54295,0.0,108590,Upi,Delivered
1374,04-11-2024,Unknown,South,Amit,Furniture,Sofa Set,4,14560,0.1,58240,Cash,Pending
1375,03-06-2024,Pooja Singh,West,Suresh,Furniture,Sofa Set,2,6827,0.1,13654,Card,Delivered
1376,01-12-2024,Pooja Singh,West,Suresh,Electronics,Mouse,2,25176,0.0,50352,Card,Delivered
1377,15-03-2024,Meena Patel,North,Amit,Electronics,Router,4,50021,0.0,200084,Cash,Delivered
1378,10-06-2024,John Smith,East,Anita,Electronics,Power Bank,5,11202,0.1,56010,Card,Delivered
1379,18-01-2024,Sunil,East,Anita,Electronics,Mouse,4,30654,0.1,122616,Upi,Pending
1380,13-05-2024,Ravi Kumar,East,Neha,Electronics,Mouse,1,30911,0.0,30911,Upi,Pending
1381,21-01-2024,Ravi Kumar,West,Amit,Furniture,Office Chair,3,50388,0.0,151164,Card,Pending
1382,27-01-2024,Unknown,West,Amit,Appliances,Mixer Grinder,2,6542,0.1,13084,Upi,Pending
1383,21-06-2024,Ravi Kumar,North,Anita,Electronics,Smart Watch,6,38869,0.1,233214,Card,Delivered
1384,19-06-2024,Akash Verma,north,Anita,Electronics,Router,4,29197,0.0,116788,Upi,Pending
1385,29-01-2024,Ravi Kumar,West,Rahul,Electronics,Router,1,17561,0.0,17561,Card,Delivered
1386,22-04-2024,Pooja Singh,East,Anita,Furniture,Office Chair,1,39592,0.1,39592,Net Banking,Delivered
1387,04-07-2024,Akash Verma,West,Rahul,Electronics,Keyboard,5,15705,0.1,78525,Cash,Delivered
1388,14-04-2024,Ravi Kumar,West,Amit,Electronics,Mouse,6,35250,0.1,211500,Card,Pending
1389,24-02-2024,Meena Patel,North,Rahul,Electronics,Mouse,3,27192,0.0,81576,Card,Delivered
1390,16-01-2024,Pooja Singh,East,Rahul,Furniture,Sofa Set,4,17467,0.1,69868,Cash,Pending
1391,28-05-2024,John Smith,East,Amit,Electronics,Headphones,6,2733,0.1,16398,Card,Delivered
1392,05-10-2024,Unknown,East,Anita,Electronics,Power Bank,2,2472,0.0,4944,Upi,Pending
1393,02-06-2024,Unknown,West,Rahul,Furniture,Sofa Set,5,16724,0.1,83620,Net Banking,Delivered
1394,18-05-2024,John Smith,West,Anita,Furniture,Office Chair,4,40241,0.1,160964,Upi,Delivered
1395,22-03-2024,Akash Verma,North,Amit,Electronics,Power Bank,1,48944,0.0,48944,Upi,Delivered
1396,31-01-2024,Ravi Kumar,north,Rahul,Electronics,Router,3,48229,0.1,144687,Upi,Pending
1397,15-03-2024,Akash Verma,South,Anita,Electronics,Headphones,2,40464,0.0,80928,Upi,Delivered
1398,29-04-2024,Ravi Kumar,South,Anita,Electronics,Mobile Phone,5,53097,0.1,265485,Upi,Delivered
1399,20-04-2024,Unknown,West,Suresh,Home Decor,Table Lamp,3,50050,0.0,150150,Upi,Delivered
1400,18-04-2024,Sunil,North,Rahul,Furniture,Sofa Set,6,13927,0.1,83562,Card,Pending
1401,25-06-2024,Akash Verma,South,Rahul,Electronics,Keyboard,5,5484,0.0,27420,Card,Delivered
1402,01-03-2024,Pooja Singh,South,Amit,Electronics,Headphones,5,18389,0.0,91945,Card,Pending
1403,16-01-2024,Unknown,north,Anita,Furniture,Sofa Set,5,17968,0.1,89840,Upi,Pending
1404,02-06-2024,Unknown,South,Amit,Electronics,Smart Watch,1,40421,0.1,40421,Upi,Pending
1405,26-02-2024,Sunil,north,Suresh,Home Decor,Table Lamp,1,38990,0.0,38990,Cash,Pending
1406,19-02-2024,Sunil,West,Suresh,Home Decor,Table Lamp,3,25999,0.0,77997,Upi,Delivered
1407,13-04-2024,Akash Verma,North,Suresh,Electronics,Smart Watch,3,43850,0.0,131550,Net Banking,Pending
1408,18-05-2024,Akash Verma,East,Rahul,Electronics,Mobile Phone,6,20877,0.1,125262,Cash,Delivered
1409,20-02-2024,Ravi Kumar,South,Rahul,Electronics,Router,5,36335,0.1,181675,Cash,Pending
1410,04-05-2024,John Smith,East,Anita,Electronics,Keyboard,5,15593,0.1,77965,Cash,Delivered
1411,02-12-2024,John Smith,North,Amit,Electronics,Mobile Phone,4,4211,0.0,16844,Card,Pending
1412,29-06-2024,John Smith,South,Suresh,Electronics,Mobile Phone,1,9290,0.0,9290,Net Banking,Pending
1413,27-02-2024,Unknown,South,Suresh,Furniture,Sofa Set,3,11543,0.1,34629,Upi,Delivered
1414,21-05-2024,Ravi Kumar,East,Amit,Electronics,Headphones,2,2386,0.0,4772,Card,Delivered
1415,02-10-2024,Unknown,North,Neha,Appliances,Mixer Grinder,5,54137,0.1,270685,Card,Delivered
1416,02-11-2024,Akash Verma,North,Rahul,Home Decor,Table Lamp,2,16562,0.1,33124,Net Banking,Pending
1417,02-06-2024,John Smith,East,Rahul,Electronics,Power Bank,5,19967,0.1,99835,Card,Pending
1418,27-03-2024,Meena Patel,East,Rahul,Electronics,Router,2,14189,0.0,28378,Upi,Pending
1419,19-03-2024,Unknown,East,Neha,Electronics,Laptop,4,50718,0.0,202872,Card,Pending
1420,21-04-2024,Ravi Kumar,West,Rahul,Appliances,Mixer Grinder,1,46859,0.1,46859,Card,Delivered
1421,25-06-2024,Unknown,East,Suresh,Electronics,Keyboard,6,31706,0.1,190236,Card,Delivered
1422,15-04-2024,Unknown,South,Neha,Electronics,Laptop,4,14747,0.0,58988,Card,Delivered
1423,15-03-2024,Unknown,North,Neha,Electronics,Keyboard,4,50089,0.0,200356,Net Banking,Delivered
1424,17-01-2024,Meena Patel,East,Anita,Appliances,Mixer Grinder,3,43297,0.0,129891,Card,Pending
1425,03-07-2024,Sunil,East,Neha,Electronics,Mobile Phone,5,13682,0.1,68410,Net Banking,Delivered
1426,06-03-2024,Ravi Kumar,West,Amit,Electronics,Mobile Phone,6,3801,0.1,22806,Cash,Pending
1427,20-03-2024,Sunil,East,Anita,Electronics,Router,2,32508,0.1,65016,Upi,Pending
1428,11-03-2024,Ravi Kumar,South,Anita,Home Decor,Table Lamp,6,39161,0.1,234966,Upi,Delivered
1429,03-09-2024,Pooja Singh,North,Neha,Electronics,Router,4,29457,0.1,117828,Cash,Pending
1430,05-04-2024,Pooja Singh,north,Anita,Electronics,Laptop,3,25254,0.1,75762,Card,Pending
1431,05-06-2024,Pooja Singh,North,Rahul,Electronics,Router,4,54059,0.1,216236,Cash,Delivered
1432,03-05-2024,Ravi Kumar,North,Anita,Electronics,Mouse,1,42330,0.1,42330,Cash,Delivered
1433,29-02-2024,Akash Verma,South,Rahul,Electronics,Power Bank,5,29525,0.1,147625,Card,Pending
1434,26-04-2024,Sunil,East,Suresh,Furniture,Office Chair,4,26194,0.1,104776,Card,Delivered
1435,21-04-2024,Pooja Singh,North,Rahul,Electronics,Laptop,1,10333,0.0,10333,Card,Pending
1436,03-11-2024,Pooja Singh,South,Anita,Electronics,Mouse,5,27503,0.1,137515,Upi,Pending
1437,25-06-2024,Unknown,South,Amit,Home Decor,Table Lamp,5,34847,0.1,174235,Upi,Pending
1438,02-02-2024,John Smith,West,Neha,Appliances,Mixer Grinder,2,31750,0.0,63500,Upi,Delivered
1439,25-06-2024,Meena Patel,West,Rahul,Electronics,Power Bank,6,19748,0.0,118488,Card,Delivered
1440,13-06-2024,Pooja Singh,North,Amit,Electronics,Keyboard,1,18923,0.0,18923,Card,Delivered
1441,29-04-2024,Pooja Singh,North,Anita,Electronics,Router,1,30185,0.1,30185,Cash,Delivered
1442,24-02-2024,Sunil,South,Anita,Electronics,Keyboard,1,1053,0.1,1053,Upi,Delivered
1443,31-05-2024,Ravi Kumar,north,Suresh,Electronics,Mouse,1,49437,0.1,49437,Net Banking,Pending
1444,25-01-2024,Unknown,North,Rahul,Appliances,Mixer Grinder,4,44485,0.1,177940,Upi,Pending
1445,04-10-2024,Akash Verma,West,Anita,Furniture,Office Chair,6,32467,0.1,194802,Upi,Delivered
1446,23-01-2024,Pooja Singh,West,Anita,Appliances,Mixer Grinder,1,54719,0.1,54719,Upi,Delivered
1447,25-05-2024,Akash Verma,West,Suresh,Electronics,Smart Watch,5,43856,0.1,219280,Upi,Pending
1448,01-07-2024,Unknown,East,Rahul,Electronics,Mouse,4,17450,0.1,69800,Upi,Pending
1449,11-03-2024,Sunil,North,Suresh,Electronics,Smart Watch,4,37117,0.0,148468,Upi,Pending
1450,25-02-2024,John Smith,East,Anita,Appliances,Mixer Grinder,2,32371,0.1,64742,Card,Pending
1451,22-06-2024,Sunil,East,Neha,Furniture,Sofa Set,4,8329,0.1,33316,Card,Delivered
1452,05-06-2024,Meena Patel,north,Amit,Furniture,Sofa Set,5,13814,0.0,69070,Card,Delivered
1453,02-05-2024,Meena Patel,North,Anita,Electronics,Headphones,6,17811,0.1,106866,Card,Pending
1454,05-05-2024,Sunil,North,Rahul,Electronics,Smart Watch,5,9980,0.1,49900,Card,Pending
1455,22-02-2024,Ravi Kumar,East,Anita,Electronics,Mouse,6,33178,0.1,199068,Upi,Delivered
1456,31-05-2024,Akash Verma,East,Anita,Electronics,Keyboard,5,50644,0.1,253220,Upi,Delivered
1457,10-04-2024,Meena Patel,East,Rahul,Electronics,Smart Watch,5,14716,0.0,73580,Upi,Pending
1458,04-07-2024,Akash Verma,West,Anita,Appliances,Mixer Grinder,5,42315,0.0,211575,Cash,Delivered
1459,29-06-2024,John Smith,East,Neha,Home Decor,Table Lamp,3,2532,0.1,7596,Card,Pending
1460,05-11-2024,Pooja Singh,South,Rahul,Electronics,Router,6,50891,0.1,305346,Card,Delivered
1461,15-01-2024,Sunil,East,Suresh,Electronics,Keyboard,5,52514,0.1,262570,Upi,Delivered
1462,31-05-2024,Unknown,West,Rahul,Furniture,Sofa Set,1,45040,0.0,45040,Card,Delivered
1463,28-01-2024,Pooja Singh,West,Rahul,Furniture,Office Chair,2,20122,0.1,40244,Card,Delivered
1464,20-02-2024,Unknown,north,Anita,Electronics,Smart Watch,5,468,0.1,2340,Upi,Pending
1465,14-03-2024,Pooja Singh,North,Anita,Electronics,Smart Watch,2,18504,0.1,37008,Net Banking,Pending
1466,02-04-2024,Akash Verma,West,Rahul,Electronics,Keyboard,5,20063,0.0,100315,Upi,Pending
1467,30-03-2024,Pooja Singh,north,Anita,Electronics,Keyboard,1,42008,0.1,42008,Upi,Pending
1468,04-11-2024,John Smith,West,Anita,Electronics,Headphones,1,32051,0.0,32051,Net Banking,Pending
1469,02-03-2024,Ravi Kumar,South,Anita,Electronics,Router,5,22097,0.1,110485,Upi,Delivered
1470,02-08-2024,Akash Verma,East,Anita,Furniture,Office Chair,4,32952,0.0,131808,Card,Delivered
1471,23-06-2024,Sunil,north,Anita,Electronics,Laptop,3,31246,0.0,93738,Upi,Delivered
1472,21-03-2024,Unknown,South,Amit,Furniture,Sofa Set,6,41815,0.1,250890,Card,Pending
1473,04-04-2024,Sunil,South,Suresh,Electronics,Laptop,3,22325,0.1,66975,Upi,Pending
1474,02-11-2024,Ravi Kumar,north,Anita,Furniture,Sofa Set,2,18748,0.0,37496,Upi,Pending
1475,28-01-2024,Pooja Singh,north,Neha,Furniture,Office Chair,4,29654,0.1,118616,Net Banking,Pending
1476,16-04-2024,Pooja Singh,South,Suresh,Furniture,Sofa Set,2,27136,0.1,54272,Card,Delivered
1477,18-05-2024,Meena Patel,South,Neha,Electronics,Smart Watch,5,32797,0.0,163985,Net Banking,Delivered
1478,05-10-2024,Akash Verma,West,Amit,Furniture,Sofa Set,6,34093,0.1,204558,Upi,Pending
1479,17-06-2024,Unknown,North,Rahul,Electronics,Mouse,4,38145,0.0,152580,Upi,Pending
1480,30-01-2024,Unknown,north,Anita,Furniture,Sofa Set,2,27129,0.1,54258,Card,Delivered
1481,26-04-2024,Pooja Singh,north,Amit,Electronics,Laptop,6,23506,0.1,141036,Net Banking,Pending
1482,01-12-2024,Akash Verma,north,Suresh,Electronics,Mouse,3,9938,0.1,29814,Upi,Pending
1483,23-01-2024,Unknown,North,Suresh,Furniture,Office Chair,6,19959,0.1,119754,Card,Delivered
1484,17-03-2024,Sunil,East,Neha,Electronics,Mouse,2,26128,0.1,52256,Upi,Pending
1485,15-01-2024,Unknown,North,Anita,Electronics,Keyboard,5,27412,0.0,137060,Card,Delivered
1486,13-02-2024,Unknown,West,Suresh,Home Decor,Table Lamp,3,29192,0.0,87576,Net Banking,Pending
1487,01-07-2024,Pooja Singh,South,Rahul,Furniture,Office Chair,4,34825,0.0,139300,Net Banking,Delivered
1488,20-05-2024,Akash Verma,South,Amit,Electronics,Power Bank,1,6765,0.0,6765,Net Banking,Pending
1489,22-01-2024,Meena Patel,West,Anita,Furniture,Sofa Set,2,13510,0.1,27020,Card,Delivered
1490,30-03-2024,Ravi Kumar,West,Rahul,Appliances,Mixer Grinder,6,741,0.1,4446,Upi,Pending
1491,04-09-2024,Meena Patel,North,Amit,Electronics,Keyboard,4,27205,0.0,108820,Net Banking,Pending
1492,13-04-2024,Unknown,West,Anita,Appliances,Mixer Grinder,2,18242,0.1,36484,Upi,Pending
1493,16-05-2024,Unknown,North,Rahul,Electronics,Router,1,15007,0.1,15007,Net Banking,Pending
1494,01-04-2024,Sunil,North,Amit,Electronics,Power Bank,4,17182,0.1,68728,Upi,Delivered
1495,16-02-2024,Akash Verma,West,Anita,Electronics,Keyboard,2,20622,0.1,41244,Cash,Delivered
1496,16-05-2024,Akash Verma,South,Neha,Appliances,Mixer Grinder,2,24565,0.0,49130,Upi,Pending
1497,18-05-2024,Akash Verma,South,Anita,Electronics,Power Bank,3,47538,0.1,142614,Card,Pending
1498,06-06-2024,Akash Verma,South,Anita,Electronics,Mobile Phone,6,17366,0.1,104196,Upi,Pending
1499,01-01-2024,Pooja Singh,South,Anita,Furniture,Office Chair,5,2964,0.1,14820,Card,Pending
1500,31-01-2024,Ravi Kumar,West,Amit,Electronics,Power Bank,3,17427,0.0,52281,Card,Delivered
1501,06-05-2024,Akash Verma,East,Neha,Electronics,Router,6,33950,0.1,203700,Card,Delivered
1502,02-01-2024,John Smith,East,Rahul,Electronics,Power Bank,6,9854,0.0,59124,Upi,Pending
1503,17-02-2024,Akash Verma,East,Anita,Electronics,Mobile Phone,3,2495,0.1,7485,Cash,Pending
1504,05-02-2024,John Smith,South,Rahul,Electronics,Router,1,17436,0.0,17436,Card,Delivered
1505,22-01-2024,Akash Verma,East,Suresh,Home Decor,Table Lamp,5,39938,0.1,199690,Upi,Delivered
1506,26-06-2024,Unknown,South,Amit,Electronics,Router,2,38915,0.0,77830,Cash,Pending
1507,06-08-2024,Sunil,South,Amit,Furniture,Office Chair,3,27562,0.1,82686,Upi,Delivered
